Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Sales,Product ID,Order ID
CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,$3.24 ,OFF-BI-10002012,CA-2018-144064
EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,$95.97 ,TEC-AC-10001109,CA-2017-108581
EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,$10.37 ,OFF-PA-10000809,CA-2017-108581
AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,$23.10 ,OFF-AR-10000658,CA-2018-157987
AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,$11.54 ,FUR-FU-10001196,CA-2018-157987
AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,$254.53 ,FUR-TA-10001889,CA-2018-157987
AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,$12.98 ,OFF-AP-10000358,CA-2018-157987
AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,$26.43 ,OFF-BI-10004970,CA-2018-157987
AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,$197.97 ,TEC-PH-10003885,CA-2018-157987
AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,$18.90 ,OFF-LA-10001641,CA-2018-157987
AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,"$1,282.41 ",FUR-CH-10003379,CA-2018-157987
AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,$4.92 ,OFF-AR-10004582,CA-2018-157987
AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,$238.00 ,TEC-AC-10002842,CA-2018-157987
AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,$167.97 ,TEC-AC-10000109,CA-2018-157987
AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,$17.12 ,OFF-PA-10003893,CA-2018-157987
RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,$16.20 ,OFF-BI-10003669,CA-2018-110905
RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,$33.99 ,OFF-AP-10004785,CA-2018-110905
RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,$296.85 ,TEC-AC-10003023,CA-2018-110905
RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,$112.80 ,TEC-AC-10002217,CA-2018-110905
RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,$13.71 ,OFF-BI-10002954,CA-2018-110905
RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,$24.90 ,OFF-PA-10002586,CA-2018-110905
RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,$286.29 ,OFF-ST-10000025,CA-2018-110905
RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,$24.18 ,OFF-AP-10003281,CA-2018-110905
DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,$281.97 ,TEC-PH-10002103,CA-2018-165841
DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,$69.50 ,OFF-SU-10000898,CA-2018-165841
DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,$166.44 ,OFF-PA-10001144,CA-2018-165841
BD-11320,Bill Donatelli,Consumer,United States,Tulsa,Oklahoma,74133,Central,$291.96 ,TEC-AC-10004659,CA-2018-117485
ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,$6.41 ,OFF-AR-10004752,CA-2018-140242
ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,$408.74 ,TEC-AC-10004659,CA-2018-140242
JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,$5.10 ,OFF-BI-10001249,CA-2015-148950
JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,$2.90 ,OFF-FA-10003059,CA-2015-148950
JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,$35.02 ,TEC-AC-10002718,CA-2015-148950
AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,$275.97 ,OFF-ST-10001522,CA-2015-110408
AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,"$1,394.95 ",TEC-PH-10002352,CA-2015-110408
AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,$545.88 ,FUR-CH-10003774,CA-2015-110408
AA-10375,Allen Armold,Consumer,United States,Salem,Oregon,97301,West,$5.25 ,OFF-AR-10000127,CA-2016-109939
KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301,West,$933.54 ,FUR-CH-10004086,CA-2017-112669
KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301,West,$42.98 ,OFF-ST-10001228,CA-2017-112669
MM-18280,Muhammed MacIntyre,Corporate,United States,Columbus,Georgia,31907,South,$3.76 ,OFF-BI-10004187,CA-2016-119592
NG-18430,Nathan Gelder,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,$479.96 ,TEC-PH-10003811,CA-2015-122749
LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,$320.88 ,OFF-AP-10000240,CA-2015-164721
LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,$23.88 ,FUR-FU-10001940,CA-2015-164721
LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,$26.76 ,OFF-PA-10000575,CA-2015-164721
CB-12415,Christy Brittain,Consumer,United States,Columbus,Ohio,43229,East,"$1,439.98 ",TEC-CO-10001449,CA-2017-147417
AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,$17.22 ,OFF-BI-10002393,CA-2016-127509
AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,"$1,024.38 ",FUR-TA-10002855,CA-2016-127509
AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,$26.22 ,OFF-EN-10000781,CA-2016-127509
AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,$17.34 ,OFF-PA-10002160,CA-2016-127509
CB-12415,Christy Brittain,Consumer,United States,Philadelphia,Pennsylvania,19134,East,$4.96 ,OFF-BI-10004970,CA-2018-111374
ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,$71.04 ,OFF-LA-10003923,CA-2018-133648
ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,$5.34 ,OFF-AR-10002257,CA-2018-133648
ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,$11.30 ,OFF-FA-10004395,CA-2018-133648
JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,$294.62 ,OFF-AP-10002534,US-2018-147221
JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,$8.75 ,FUR-FU-10004020,US-2018-147221
ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,$15.00 ,OFF-LA-10002787,CA-2015-131905
ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,$161.61 ,TEC-PH-10003645,CA-2015-131905
ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,$144.95 ,TEC-PH-10001615,CA-2015-131905
LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,$199.95 ,TEC-AC-10001767,CA-2018-166128
LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,$41.86 ,OFF-AR-10001221,CA-2018-166128
JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,$95.94 ,OFF-ST-10000563,CA-2018-163510
JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,$304.45 ,FUR-CH-10001146,CA-2018-163510
SC-20050,Sample Company A,Home Office,United States,Lubbock,Texas,79424,Central,$11.36 ,OFF-BI-10004738,US-2018-143028
RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,$29.68 ,OFF-AR-10000034,CA-2015-111150
RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,$47.53 ,TEC-AC-10000290,CA-2015-111150
CM-12190,Charlotte Melton,Consumer,United States,Chicago,Illinois,60623,Central,$183.37 ,FUR-BO-10003034,CA-2018-165386
JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,$4.22 ,OFF-AR-10001315,CA-2015-116407
JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,$333.06 ,OFF-AP-10002118,CA-2015-116407
JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,$24.90 ,OFF-PA-10002137,CA-2015-116407
SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,$159.98 ,TEC-AC-10001606,CA-2016-155761
SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,$46.34 ,OFF-ST-10000943,CA-2016-155761
AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,$350.98 ,FUR-CH-10001854,CA-2017-145905
AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,$13.08 ,OFF-PA-10000533,CA-2017-145905
AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,$900.08 ,OFF-ST-10003716,CA-2017-145905
BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,$17.57 ,OFF-BI-10000088,CA-2016-113110
BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,$14.62 ,OFF-LA-10000240,CA-2016-113110
BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,$33.36 ,OFF-SU-10001165,CA-2016-113110
BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,$40.14 ,OFF-PA-10002749,CA-2016-113110
RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,"$1,606.23 ",OFF-ST-10001490,CA-2017-168354
RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,$17.04 ,OFF-PA-10002377,CA-2017-168354
RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,$49.53 ,OFF-BI-10004826,CA-2017-168354
RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,$872.32 ,FUR-CH-10004675,CA-2017-168354
GM-14500,Gene McClure,Consumer,United States,Fresno,California,93727,West,$239.12 ,OFF-BI-10002867,US-2018-111241
MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,98103,West,$141.96 ,FUR-BO-10004409,CA-2016-114237
VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,$33.02 ,OFF-BI-10002225,CA-2017-113516
VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,$67.14 ,OFF-BI-10001989,CA-2017-113516
GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,$14.73 ,OFF-BI-10000343,CA-2016-117961
GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,$104.90 ,OFF-ST-10001172,CA-2016-117961
GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,$61.04 ,OFF-BI-10003707,CA-2016-117961
GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,$10.95 ,OFF-PA-10001274,CA-2016-117961
GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,$9.39 ,OFF-PA-10002250,CA-2017-128923
GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,$9.33 ,OFF-AR-10000475,CA-2017-128923
CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,$8.26 ,OFF-BI-10002976,CA-2018-162481
CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,$269.97 ,FUR-CH-10003061,CA-2018-162481
CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,$29.04 ,OFF-PA-10002893,CA-2016-119214
CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,$14.62 ,OFF-LA-10003077,CA-2016-119214
SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,$11.95 ,OFF-PA-10001661,CA-2016-122287
SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,$4.54 ,OFF-BI-10004656,CA-2016-122287
SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,$9.16 ,OFF-BI-10003707,CA-2016-122287
SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,$75.36 ,FUR-FU-10004973,CA-2016-122287
EB-13705,Ed Braxton,Corporate,United States,San Diego,California,92105,West,$57.50 ,OFF-BI-10004817,CA-2016-104493
JW-15220,Jane Waco,Corporate,United States,Lakewood,Ohio,44107,East,$38.86 ,OFF-AR-10001860,US-2018-158946
KB-16585,Ken Black,Corporate,United States,Houston,Texas,77095,Central,$15.55 ,OFF-PA-10001639,CA-2015-129168
MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,$162.64 ,OFF-AP-10004487,CA-2017-131835
MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,$597.00 ,TEC-PH-10001760,CA-2017-131835
MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,$55.48 ,OFF-PA-10004071,CA-2017-131835
CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,$289.80 ,FUR-FU-10004848,CA-2016-142237
CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,$2.50 ,OFF-BI-10004022,CA-2016-142237
CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,$6.48 ,OFF-BI-10003669,CA-2016-142237
CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,$341.49 ,FUR-CH-10003833,CA-2016-142237
CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,$11.12 ,OFF-AR-10003732,CA-2016-142237
CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,$25.34 ,FUR-FU-10003142,CA-2016-142237
RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,47374,Central,$17.31 ,FUR-FU-10001196,CA-2017-136434
TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,$199.95 ,TEC-AC-10001114,CA-2018-120376
TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,"$1,586.69 ",FUR-CH-10002335,CA-2018-120376
TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,$84.99 ,TEC-AC-10000844,CA-2018-120376
TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,$411.80 ,FUR-TA-10004534,CA-2018-120376
GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,$11.34 ,OFF-FA-10002975,CA-2015-106439
GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,$80.30 ,OFF-ST-10003996,CA-2015-106439
GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,$15.97 ,OFF-BI-10002571,CA-2015-106439
GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,$64.74 ,OFF-PA-10000477,CA-2015-106439
GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,$19.30 ,OFF-BI-10004209,CA-2015-106439
GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,$405.64 ,OFF-ST-10001963,CA-2015-106439
GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,$146.35 ,FUR-CH-10003833,CA-2015-106439
GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,$251.91 ,TEC-AC-10004568,CA-2015-106439
GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,$12.39 ,OFF-AR-10001419,CA-2015-106439
ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,$199.96 ,TEC-AC-10002800,CA-2016-133452
ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,$710.83 ,FUR-TA-10003954,CA-2016-133452
CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134,East,$1.94 ,OFF-BI-10000301,CA-2017-146521
KA-16525,Kelly Andreada,Consumer,United States,Ontario,California,91761,West,$283.92 ,FUR-CH-10003956,US-2018-110996
TC-20980,Tamara Chand,Corporate,United States,Seattle,Washington,98105,West,$7.31 ,OFF-BI-10002954,CA-2017-129693
DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,$59.97 ,TEC-AC-10003289,CA-2018-122504
DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,$761.54 ,TEC-PH-10002468,CA-2018-122504
TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122,West,$58.20 ,FUR-FU-10001861,CA-2015-131051
BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,$39.90 ,OFF-PA-10004082,CA-2018-140676
BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,$90.86 ,OFF-AP-10000358,CA-2018-140676
BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,$94.85 ,OFF-PA-10004243,CA-2018-140676
MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,$106.23 ,OFF-PA-10001295,CA-2016-120103
MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,$111.98 ,TEC-PH-10002170,CA-2016-120103
MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,$7.71 ,FUR-FU-10002885,CA-2016-120103
CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,90008,West,$37.44 ,OFF-PA-10002870,CA-2018-104647
ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77036,Central,$23.68 ,OFF-LA-10003923,CA-2015-110352
IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,$122.12 ,OFF-LA-10003510,CA-2017-140501
IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,$18.45 ,OFF-LA-10000248,CA-2017-140501
IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,$324.90 ,OFF-ST-10000060,CA-2017-140501
IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,$146.73 ,OFF-PA-10003129,CA-2017-140501
IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,$3.96 ,OFF-FA-10004076,CA-2017-140501
MY-17380,Maribeth Yedwab,Corporate,United States,Rancho Cucamonga,California,91730,West,$5.76 ,OFF-LA-10004008,CA-2016-139290
MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,19805,East,$26.55 ,OFF-BI-10004094,CA-2018-166142
MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,19805,East,$310.44 ,FUR-TA-10004607,CA-2018-166142
MP-17470,Mark Packer,Home Office,United States,Moorhead,Minnesota,56560,Central,$479.90 ,FUR-CH-10004289,CA-2015-145926
AW-10840,Anthony Witt,Consumer,United States,Farmington,New Mexico,87401,West,$12.88 ,OFF-SU-10004498,CA-2016-149678
SF-20065,Sandra Flanagan,Consumer,United States,Wilmington,North Carolina,28403,South,$13.12 ,OFF-AR-10001177,US-2016-164357
SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,$511.84 ,OFF-BI-10001718,US-2017-146570
SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,$91.96 ,OFF-AR-10004602,US-2017-146570
SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,$8.34 ,OFF-AR-10003856,US-2017-146570
RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,97206,West,$37.68 ,OFF-ST-10000649,CA-2018-124401
RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,97206,West,$279.94 ,TEC-AC-10002926,CA-2018-124401
KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,$636.41 ,OFF-ST-10000078,US-2015-140116
KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,$83.17 ,OFF-AR-10001044,US-2015-140116
AH-10120,Adrian Hane,Home Office,United States,Tucson,Arizona,85705,West,$259.14 ,FUR-CH-10002372,CA-2015-123295
BM-11650,Brian Moss,Corporate,United States,New York City,New York,10009,East,$221.92 ,OFF-PA-10000357,CA-2018-167101
BM-11650,Brian Moss,Corporate,United States,New York City,New York,10009,East,$26.00 ,TEC-AC-10001266,CA-2018-167101
BW-11200,Ben Wallace,Consumer,United States,Boynton Beach,Florida,33437,South,$15.55 ,OFF-PA-10004888,US-2015-167633
HG-14965,Henry Goldwyn,Corporate,United States,Mesquite,Texas,75150,Central,$0.88 ,OFF-BI-10003460,US-2015-152723
SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,$19.98 ,OFF-PA-10000157,CA-2016-164882
SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,$398.35 ,OFF-BI-10004519,CA-2016-164882
SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,$5.04 ,OFF-AR-10004272,CA-2016-164882
SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,$17.45 ,OFF-FA-10000585,CA-2016-164882
SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,$323.14 ,FUR-CH-10004218,CA-2016-164882
SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,$29.70 ,OFF-SU-10004231,CA-2016-164882
SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,"$1,295.84 ",TEC-PH-10001578,CA-2016-164882
SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,$46.84 ,OFF-ST-10003638,CA-2016-164882
SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,$425.83 ,FUR-BO-10002213,CA-2016-164882
RK-19300,Ralph Kennedy,Consumer,United States,Rochester,New York,14609,East,$209.67 ,FUR-TA-10001307,CA-2016-159786
SW-20245,Scot Wooten,Consumer,United States,Stockton,California,95207,West,$159.88 ,OFF-PA-10002222,CA-2017-130267
RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,98105,West,$5.28 ,OFF-PA-10002479,CA-2018-155460
RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,98105,West,$895.92 ,OFF-BI-10003091,CA-2018-155460
TS-21085,Thais Sissman,Consumer,United States,Ormond Beach,Florida,32174,South,$2.81 ,OFF-BI-10000145,US-2018-168690
JB-15400,Jennifer Braxton,Corporate,United States,Sunnyvale,California,94086,West,$215.98 ,FUR-CH-10003061,CA-2018-158246
EH-14005,Erica Hernandez,Home Office,United States,Lansing,Michigan,48911,Central,$241.96 ,FUR-BO-10001972,CA-2018-167381
EH-14005,Erica Hernandez,Home Office,United States,Lansing,Michigan,48911,Central,$27.72 ,OFF-LA-10000134,CA-2018-167381
EH-14005,Erica Hernandez,Home Office,United States,Philadelphia,Pennsylvania,19143,East,$104.68 ,OFF-EN-10003040,CA-2018-144862
EH-14005,Erica Hernandez,Home Office,United States,Philadelphia,Pennsylvania,19143,East,$62.96 ,TEC-PH-10000923,CA-2018-144862
BS-11665,Brian Stugart,Consumer,United States,Philadelphia,Pennsylvania,19143,East,$86.38 ,TEC-AC-10000158,CA-2015-126032
JK-16120,Julie Kriz,Home Office,United States,Philadelphia,Pennsylvania,19134,East,$64.94 ,FUR-FU-10003623,CA-2016-134859
JK-16120,Julie Kriz,Home Office,United States,Philadelphia,Pennsylvania,19134,East,$20.74 ,OFF-PA-10001293,CA-2016-134859
RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,$33.28 ,OFF-AP-10000124,US-2015-114188
RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,$38.52 ,OFF-AR-10004511,US-2015-114188
RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,$139.86 ,FUR-FU-10000076,US-2015-114188
DL-12865,Dan Lawera,Consumer,United States,New York City,New York,10011,East,$19.65 ,OFF-PA-10003883,CA-2016-156524
WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,$152.99 ,OFF-BI-10003656,CA-2016-122210
WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,$10.58 ,OFF-FA-10000053,CA-2016-122210
WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,$94.92 ,TEC-PH-10002807,CA-2016-122210
TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,$14.76 ,FUR-FU-10002364,CA-2016-156377
TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,$3.66 ,OFF-BI-10002954,CA-2016-156377
CB-12415,Christy Brittain,Consumer,United States,New York City,New York,10009,East,$146.82 ,OFF-PA-10004092,US-2018-157896
GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,$149.54 ,OFF-BI-10003982,CA-2015-159520
GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,$17.14 ,OFF-SU-10001664,CA-2015-159520
GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,$991.76 ,FUR-TA-10003238,CA-2015-159520
DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,$30.48 ,OFF-PA-10004675,CA-2017-155481
DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,$23.99 ,TEC-PH-10002293,CA-2017-155481
DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,$16.69 ,OFF-FA-10002780,CA-2017-155481
TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403,East,$422.06 ,FUR-CH-10002965,US-2017-152051
TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403,East,$38.09 ,OFF-BI-10004781,US-2017-152051
TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403,East,$254.35 ,OFF-ST-10001713,US-2017-152051
WB-21850,William Brown,Consumer,United States,Concord,California,94521,West,$43.31 ,FUR-FU-10003975,CA-2015-141607
DO-13435,Denny Ordway,Consumer,United States,New York City,New York,10035,East,$84.95 ,TEC-PH-10001536,CA-2018-102771
AF-10870,Art Ferguson,Consumer,United States,College Station,Texas,77840,Central,$233.06 ,FUR-CH-10001973,US-2018-139969
RB-19435,Richard Bierner,Consumer,United States,Saint Louis,Missouri,63116,Central,$111.79 ,TEC-AC-10001772,CA-2015-167360
AR-10540,Andy Reiter,Consumer,United States,Quincy,Massachusetts,2169,East,$14.94 ,OFF-PA-10002586,CA-2016-123505
DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10009,East,$14.16 ,OFF-BI-10004094,CA-2017-117282
BF-11170,Ben Ferrer,Home Office,United States,Dallas,Texas,75081,Central,$22.61 ,FUR-FU-10004973,US-2017-120460
LB-16735,Larry Blacks,Consumer,United States,Los Angeles,California,90032,West,$21.48 ,OFF-FA-10000624,CA-2017-111115
DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,Central,$501.81 ,OFF-ST-10001097,CA-2015-124646
DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,Central,$161.94 ,OFF-ST-10001469,CA-2015-124646
